Code postal;Localité;Sous-commune;Commune principale;Province
9320;Nieuwerkerken;Oui;AALST;Flandre-Orientale
1755;Oetingen;Oui;GOOIK;Brabant Flamand
4877;OLNE;Non;OLNE;Liège
8780;OOSTROZEBEKE;Non;OOSTROZEBEKE;Flandre-Occidentale
3640;Ophoven;Oui;KINROOI;Limbourg
5550;Orchimont;Oui;VRESSE-SUR-SEMOIS;Namur
4210;Oteppe;Oui;BURDINNE;Liège
8460;OUDENBURG;Non;OUDENBURG;Flandre-Occidentale
3670;OUDSBERGEN;Non;OUDSBERGEN;Limbourg
9406;Outer;Oui;NINOVE;Flandre-Orientale
4800;Polleur;Oui;VERVIERS;Liège
5370;Porcheresse;Oui;HAVELANGE;Namur
4280;Poucet;Oui;HANNUT;Liège
2870;PUURS-SINT-AMANDS;Non;PUURS-SINT-AMANDS;Anvers
8301;Ramskapelle;Oui;KNOKKE-HEIST;Flandre-Occidentale
9600;RENAIX;Non;RENAIX;Flandre-Orientale
3370;Roosbeek;Oui;BOUTERSEM;Brabant Flamand
3110;ROTSELAAR;Non;ROTSELAAR;Brabant Flamand
4780;SAINT-VITH;Non;SAINT-VITH;Liège
9260;Schellebelle;Oui;WICHELEN;Flandre-Orientale
9506;Schendelbeke;Oui;GERAARDSBERGEN;Flandre-Orientale
8200;Sint-Andries;Oui;BRUGGE;Flandre-Occidentale
3300;Sint-Margriete-Houtem;Oui;TIENEN;Brabant Flamand
4557;Soheit-Tinlot;Oui;TINLOT;Liège
7060;SOIGNIES;Non;SOIGNIES;Hainaut
5190;Spy;Oui;JEMEPPE-SUR-SAMBRE;Namur
1840;Steenhuffel;Oui;LONDERZEEL;Brabant Flamand
7090;Steenkerque;Oui;BRAINE-LE-COMTE;Hainaut
9620;Strijpen;Oui;ZOTTEGEM;Flandre-Orientale
7951;Tongre-Notre-Dame;Oui;CHIÈVRES;Hainaut
5370;Verlée;Oui;HAVELANGE;Namur
9500;Viane;Oui;GERAARDSBERGEN;Flandre-Orientale
6460;Villers-La-Tour;Oui;CHIMAY;Hainaut
1602;Vlezenbeek;Oui;SINT-PIETERS-LEEUW;Brabant Flamand
5650;Vogenée;Oui;WALCOURT;Namur
8581;Waarmaarde;Oui;AVELGEM;Flandre-Occidentale
4950;WAIMES;Non;WAIMES;Liège
4219;WASSEIGES;Non;WASSEIGES;Liège
8420;Wenduine;Oui;DE HAAN;Flandre-Occidentale
9230;WETTEREN;Non;WETTEREN;Flandre-Orientale
9280;Wieze;Oui;LEBBEKE;Flandre-Orientale
3350;Wommersom;Oui;LINTER;Brabant Flamand
8670;Wulpen;Oui;KOKSIJDE;Flandre-Occidentale
2990;WUUSTWEZEL;Non;WUUSTWEZEL;Anvers
8902;Zillebeke;Oui;IEPER;Flandre-Occidentale
4841;Henri-Chapelle;Oui;WELKENRAEDT;Liège
8902;Hollebeke;Oui;IEPER;Flandre-Occidentale
7624;Howardries;Oui;BRUNEHAUT;Hainaut
3720;KORTESSEM;Non;KORTESSEM;Limbourg
4357;Limont;Oui;DONCEEL;Liège
4760;Manderfeld;Oui;BULLANGE;Liège
4990;Arbrefontaine;Oui;LIERNEUX;Liège
4920;AYWAILLE;Non;AYWAILLE;Liège
5377;Baillonville;Oui;SOMME-LEUZE;Namur
1670;Bogaarden;Oui;PEPINGEN;Brabant Flamand
2140;Borgerhout;Oui;ANTWERPEN;Anvers
6941;Borlon;Oui;DURBUY;Luxembourg
6440;Boussu-Lez-Walcourt;Oui;FROIDCHAPELLE;Hainaut
3870;Bovelingen;Oui;HEERS;Limbourg
8000;BRUGGE;Non;BRUGGE;Flandre-Occidentale
5660;Brûly-De-Pesche;Oui;COUVIN;Namur
6222;Brye;Oui;FLEURUS;Hainaut
5650;Castillon;Oui;WALCOURT;Namur
4050;CHAUDFONTAINE;Non;CHAUDFONTAINE;Liège
4602;Cheratte;Oui;VISÉ;Liège
7780;Comines;Oui;COMINES-WARNETON;Hainaut
1435;Corbais;Oui;MONT-SAINT-GUIBERT;Brabant Wallon
6010;Couillet;Oui;CHARLEROI;Hainaut
5562;Custinne;Oui;HOUYET;Namur
6767;Dampicourt;Oui;ROUVROY;Luxembourg
9840;DE PINTE;Non;DE PINTE;Flandre-Orientale
7864;Deux-Acren;Oui;LESSINES;Hainaut
3540;Donk;Oui;HERK-DE-STAD;Limbourg
5350;Evelette;Oui;OHEY;Namur
5570;Felenne;Oui;BEAURAING;Namur
4400;FLÉMALLE;Non;FLÉMALLE;Liège
6060;Gilly;Oui;CHARLEROI;Hainaut
7830;Gondregnies;Oui;SILLY;Hainaut
5310;Hanret;Oui;EGHEZÉE;Namur
3700;Haren;Oui;TONGEREN;Limbourg
5537;Haut-Le-Wastia;Oui;ANHÉE;Namur
5540;Hermeton-Sur-Meuse;Oui;HASTIÈRE;Namur
1981;Hofstade;Oui;ZEMST;Brabant Flamand
6640;Hompré;Oui;VAUX-SUR-SÛRE;Luxembourg
7301;Hornu;Oui;BOUSSU;Hainaut
6900;Humain;Oui;MARCHE-EN-FAMENNE;Luxembourg
5032;Isnes;Oui;GEMBLOUX;Namur
3060;Korbeek-Dijle;Oui;BERTEM;Brabant Flamand
5550;Laforêt;Oui;VRESSE-SUR-SEMOIS;Namur
6960;Malempré;Oui;MANHAY;Luxembourg
6001;Marcinelle;Oui;CHARLEROI;Hainaut
3320;Meldert;Oui;HOEGAARDEN;Brabant Flamand
5580;Mont-Gauthier;Oui;ROCHEFORT;Namur
9820;Munte;Oui;MERELBEKE;Flandre-Orientale
6120;Nalinnes;Oui;HAM-SUR-HEURE;Hainaut
3700;Neerrepen;Oui;TONGEREN;Limbourg
1880;Nieuwenrode;Oui;KAPELLE-OP-DEN-BOS;Brabant Flamand
9400;NINOVE;Non;NINOVE;Flandre-Orientale
6890;Ochamps;Oui;LIBIN;Luxembourg
9870;Olsene;Oui;ZULTE;Flandre-Orientale
9041;Oostakker;Oui;GENT;Flandre-Orientale
9931;Oostwinkel;Oui;LIEVEGEM;Flandre-Orientale
1421;Ophain-Bois-Seigneur-Isaac;Oui;BRAINE-L'ALLEUD;Brabant Wallon
1357;Opheylissem;Oui;HÉLÉCINE;Brabant Wallon
1360;Orbais;Oui;PERWEZ;Brabant Wallon
7802;Ormeignies;Oui;ATH;Hainaut
8553;Otegem;Oui;ZWEVEGEM;Flandre-Occidentale
9500;Overboelare;Oui;GERAARDSBERGEN;Flandre-Orientale
7340;Pâturages;Oui;COLFONTAINE;Hainaut
9880;Poeke;Oui;AALTER;Flandre-Orientale
6929;Porcheresse;Oui;DAVERDISSE;Luxembourg
3800;Aalst;Oui;SINT-TRUIDEN;Limbourg
8700;Aarsele;Oui;TIELT;Flandre-Occidentale
6250;AISEAU-PRESLES;Non;AISEAU-PRESLES;Hainaut
5550;Alle;Oui;VRESSE-SUR-SEMOIS;Namur
6680;Amberloup;Oui;SAINTE-ODE;Luxembourg
9960;ASSENEDE;Non;ASSENEDE;Flandre-Orientale
3404;Attenhoven;Oui;LANDEN;Brabant Flamand
5550;Bagimont;Oui;VRESSE-SUR-SEMOIS;Namur
7730;Bailleul;Oui;ESTAIMPUIS;Hainaut
3460;BEKKEVOORT;Non;BEKKEVOORT;Brabant Flamand
4280;Bertrée;Oui;HANNUT;Liège
5310;Boneffe;Oui;EGHEZÉE;Namur
5032;Bossière;Oui;GEMBLOUX;Namur
9420;Burst;Oui;ERPE-MERE;Flandre-Orientale
6824;Chassepierre;Oui;FLORENVILLE;Luxembourg
1480;Clabecq;Oui;TUBIZE;Brabant Wallon
4480;Clermont-Sous-Huy;Oui;ENGIS;Liège
4607;DALHEM;Non;DALHEM;Liège
8900;Dikkebus;Oui;IEPER;Flandre-Occidentale
4820;DISON;Non;DISON;Liège
4920;Ernonheid;Oui;AYWAILLE;Liège
7120;Estinnes-Au-Mont;Oui;ESTINNES;Hainaut
6740;ETALLE;Non;ETALLE;Luxembourg
5570;Feschaux;Oui;BEAURAING;Namur
4458;Fexhe-Slins;Oui;JUPRELLE;Liège
6140;FONTAINE-L'EVÊQUE;Non;FONTAINE-L'EVÊQUE;Hainaut
7643;Fontenoy;Oui;ANTOING;Hainaut
6953;Forrières;Oui;NASSOGNE;Luxembourg
1083;GANSHOREN;Non;GANSHOREN;Bruxelles (19 communes)
9890;GAVERE;Non;GAVERE;Flandre-Orientale
6769;Gérouville;Oui;MEIX-DEVANT-VIRTON;Luxembourg
1367;Grand-Rosière-Hottomont;Oui;RAMILLIES;Brabant Wallon
7742;Hérinnes-Lez-Pecq;Oui;PECQ;Hainaut
3001;Heverlee;Oui;LEUVEN;Brabant Flamand
2660;Hoboken;Oui;ANTWERPEN;Anvers
7620;Hollain;Oui;BRUNEHAUT;Hainaut
7781;Houthem;Oui;COMINES-WARNETON;Hainaut
9506;Idegem;Oui;GERAARDSBERGEN;Flandre-Orientale
3140;KEERBERGEN;Non;KEERBERGEN;Brabant Flamand
8680;KOEKELARE;Non;KOEKELARE;Flandre-Occidentale
3850;Kozen;Oui;NIEUWERKERKEN;Limbourg
6670;Limerlé;Oui;GOUVY;Luxembourg
4431;Loncin;Oui;ANS;Liège
6990;Marenne;Oui;HOTTON;Luxembourg
9402;Meerbeke;Oui;NINOVE;Flandre-Orientale
8430;MIDDELKERKE;Non;MIDDELKERKE;Flandre-Occidentale
9220;Moerzeke;Oui;HAMME;Flandre-Orientale
6800;Moircy;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
1080;MOLENBEEK-SAINT-JEAN;Non;MOLENBEEK-SAINT-JEAN;Bruxelles (19 communes)
6950;NASSOGNE;Non;NASSOGNE;Luxembourg
7730;Néchin;Oui;ESTAIMPUIS;Hainaut
5600;Neuville;Oui;PHILIPPEVILLE;Namur
8600;Nieuwkapelle;Oui;DIKSMUIDE;Flandre-Occidentale
1350;Noduwez;Oui;ORP-JAUCHE;Brabant Wallon
5377;Noiseux;Oui;SOMME-LEUZE;Namur
2250;OLEN;Non;OLEN;Anvers
8710;Ooigem;Oui;WIELSBEKE;Flandre-Occidentale
8840;Oostnieuwkerke;Oui;STADEN;Flandre-Occidentale
8640;Oostvleteren;Oui;VLETEREN;Flandre-Occidentale
4590;OUFFET;Non;OUFFET;Liège
4800;Petit-Rechain;Oui;VERVIERS;Liège
1370;Piétrain;Oui;JODOIGNE;Brabant Wallon
4122;Plainevaux;Oui;NEUPRÉ;Liège
5574;Pondrôme;Oui;BEAURAING;Namur
3550;HEUSDEN-ZOLDER;Non;HEUSDEN-ZOLDER;Limbourg
4500;HUY;Non;HUY;Liège
4400;Ivoz-Ramet;Oui;FLÉMALLE;Liège
9190;Kemzeke;Oui;STEKENE;Flandre-Orientale
9910;Knesselare;Oui;AALTER;Flandre-Orientale
8000;Koolkerke;Oui;BRUGGE;Flandre-Occidentale
9770;KRUISEM;Non;KRUISEM;Flandre-Orientale
6980;LA ROCHE-EN-ARDENNE;Non;LA ROCHE-EN-ARDENNE;Luxembourg
7860;LESSINES;Non;LESSINES;Hainaut
7900;LEUZE-EN-HAINAUT;Non;LEUZE-EN-HAINAUT;Hainaut
4099;Liège X;;;
4783;Lommersweiler;Oui;SAINT-VITH;Liège
5575;Louette-Saint-Denis;Oui;GEDINNE;Namur
3560;LUMMEN;Non;LUMMEN;Limbourg
9870;Machelen;Oui;ZULTE;Flandre-Orientale
4623;Magnée;Oui;FLÉRON;Liège
1380;Maransart;Oui;LASNE;Brabant Wallon
4557;Ramelot;Oui;TINLOT;Liège
2520;RANST;Non;RANST;Anvers
9551;Ressegem;Oui;HERZELE;Flandre-Orientale
6250;Roselies;Oui;AISEAU-PRESLES;Hainaut
2840;RUMST;Non;RUMST;Anvers
6800;Saint-Pierre;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
7912;Saint-Sauveur;Oui;FRASNES-LEZ-ANVAING;Hainaut
7100;Saint-Vaast;Oui;LA LOUVIÈRE;Hainaut
6800;Sainte-Marie-Chevigny;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
9200;Schoonaarde;Oui;DENDERMONDE;Flandre-Orientale
9630;Sint-Maria-Latem;Oui;ZWALM;Flandre-Orientale
8200;Sint-Michiels;Oui;BRUGGE;Flandre-Occidentale
5377;SOMME-LEUZE;Non;SOMME-LEUZE;Namur
5150;Soye;Oui;FLOREFFE;Namur
4987;STOUMONT;Non;STOUMONT;Liège
6812;Suxy;Oui;CHINY;Luxembourg
2840;Terhagen;Oui;RUMST;Anvers
9140;Tielrode;Oui;TEMSE;Flandre-Orientale
5380;Tillier;Oui;FERNELMONT;Namur
6730;TINTIGNY;Non;TINTIGNY;Luxembourg
1320;Tourinnes-La-Grosse;Oui;BEAUVECHAIN;Brabant Wallon
5630;Villers-Deux-Eglises;Oui;CERFONTAINE;Namur
4550;Villers-Le-Temple;Oui;NANDRIN;Liège
6740;Villers-Sur-Semois;Oui;ETALLE;Luxembourg
4600;VISÉ;Non;VISÉ;Liège
9520;Vlierzele;Oui;SINT-LIEVENS-HOUTEM;Flandre-Orientale
3473;Waanrode;Oui;KORTENAKEN;Brabant Flamand
2800;Walem;Oui;MECHELEN;Anvers
5080;Warisoulx;Oui;LA BRUYÈRE;Namur
4530;Warnant-Dreye;Oui;VILLERS-LE-BOUILLET;Liège
1440;Wauthier-Braine;Oui;BRAINE-LE-CHÂTEAU;Brabant Wallon
8953;Wijtschate;Oui;HEUVELLAND;Flandre-Occidentale
3550;Zolder;Oui;HEUSDEN-ZOLDER;Limbourg
4540;AMAY;Non;AMAY;Liège
5537;Annevoie-Rouillon;Oui;ANHÉE;Namur
4160;ANTHISNES;Non;ANTHISNES;Liège
9200;Appels;Oui;DENDERMONDE;Flandre-Orientale
4671;Barchon;Oui;BLÉGNY;Liège
2340;BEERSE;Non;BEERSE;Anvers
2830;Blaasveld;Oui;WILLEBROEK;Anvers
2820;BONHEIDEN;Non;BONHEIDEN;Anvers
1761;Borchtlombeek;Oui;ROOSDAAL;Brabant Flamand
2520;Broechem;Oui;RANST;Anvers
7620;BRUNEHAUT;Non;BRUNEHAUT;Hainaut
1785;Brussegem;Oui;MERCHTEM;Brabant Flamand
7602;Bury;Oui;PÉRUWELZ;Hainaut
6099;Charleroi X;;;
4032;Chênée;Oui;LIÈGE;Liège
4170;COMBLAIN-AU-PONT;Non;COMBLAIN-AU-PONT;Liège
6120;Cour-Sur-Heure;Oui;HAM-SUR-HEURE;Hainaut
3650;Dilsen;Oui;DILSEN-STOKKEM;Limbourg
9031;Drongen;Oui;GENT;Flandre-Orientale
7910;Ellignies-Lez-Frasnes;Oui;FRASNES-LEZ-ANVAING;Hainaut
5580;Eprave;Oui;ROCHEFORT;Namur
5500;Falmignoul;Oui;DINANT;Namur
6637;FAUVILLERS;Non;FAUVILLERS;Luxembourg
4367;Fize-Le-Marsal;Oui;CRISNÉE;Liège
5524;Gérin;Oui;ONHAYE;Namur
3300;Goetsenhoven;Oui;TIENEN;Brabant Flamand
4360;Grandville;Oui;OREYE;Liège
7830;Graty;Oui;SILLY;Hainaut
5640;Graux;Oui;METTET;Namur
3990;Grote-Brogel;Oui;PEER;Limbourg
6720;Hachy;Oui;HABAY;Luxembourg
6120;HAM-SUR-HEURE;Non;HAM-SUR-HEURE;Hainaut
2220;HEIST-OP-DEN-BERG;Non;HEIST-OP-DEN-BERG;Anvers
4802;Heusy;Oui;VERVIERS;Liège
4162;Hody;Oui;ANTHISNES;Liège
6780;Hondelange;Oui;MESSANCY;Luxembourg
5570;Honnay;Oui;BEAURAING;Namur
7022;Hyon;Oui;MONS;Hainaut
2222;Itegem;Oui;HEIST-OP-DEN-BERG;Anvers
5600;Jamagne;Oui;PHILIPPEVILLE;Namur
2950;KAPELLEN;Non;KAPELLEN;Anvers
3510;Kermt;Oui;HASSELT;Limbourg
3945;Kwaadmechelen;Oui;HAM;Limbourg
9690;Kwaremont;Oui;KLUISBERGEN;Flandre-Orientale
3400;LANDEN;Non;LANDEN;Brabant Flamand
1380;Lasne-Chapelle-Saint-Lambert;Oui;LASNE;Brabant Wallon
6860;LÉGLISE;Non;LÉGLISE;Luxembourg
7870;LENS;Non;LENS;Hainaut
1630;LINKEBEEK;Non;LINKEBEEK;Brabant Flamand
9680;MAARKEDAL;Non;MAARKEDAL;Flandre-Orientale
5575;Malvoisin;Oui;GEDINNE;Namur
7170;MANAGE;Non;MANAGE;Hainaut
4570;MARCHIN;Non;MARCHIN;Liège
5032;Mazy;Oui;GEMBLOUX;Namur
6211;Mellet;Oui;LES BONS VILLERS;Hainaut
9850;Merendree;Oui;DEINZE;Flandre-Orientale
8340;Moerkerke;Oui;DAMME;Flandre-Occidentale
3640;Molenbeersel;Oui;KINROOI;Limbourg
5621;Morialmé;Oui;FLORENNES;Namur
5620;Morville;Oui;FLORENNES;Namur
4190;My;Oui;FERRIÈRES;Liège
4550;NANDRIN;Non;NANDRIN;Liège
5670;Nismes;Oui;VIROINVAL;Namur
5600;Omezée;Oui;PHILIPPEVILLE;Namur
9790;Ooike;Oui;WORTEGEM-PETEGEM;Flandre-Orientale
9255;Opdorp;Oui;BUGGENHOUT;Flandre-Orientale
3630;Opgrimbie;Oui;MAASMECHELEN;Limbourg
9290;Overmere;Oui;BERLARE;Flandre-Orientale
3400;Overwinden;Oui;LANDEN;Brabant Flamand
1820;Perk;Oui;STEENOKKERZEEL;Brabant Flamand
7090;Petit-Roeulx-Lez-Braine;Oui;BRAINE-LE-COMTE;Hainaut
7181;Petit-Roeulx-Lez-Nivelles;Oui;SENEFFE;Hainaut
6240;Pironchamps;Oui;FARCIENNES;Hainaut
2230;Ramsel;Oui;HERSELT;Anvers
4000;Rocourt;Oui;LIÈGE;Liège
2870;Ruisbroek;Oui;PUURS-SINT-AMANDS;Anvers
7010;SHAPE;;;
3390;Sint-Joris-Winge;Oui;TIELT-WINGE;Brabant Flamand
5630;Soumoy;Oui;CERFONTAINE;Namur
4950;Sourbrodt;Oui;WAIMES;Liège
4280;Thisnes;Oui;HANNUT;Liège
5651;Thy-Le-Château;Oui;WALCOURT;Namur
3150;Tildonk;Oui;HAACHT;Brabant Flamand
1570;Tollembeek;Oui;GALMAARDEN;Brabant Flamand
8820;TORHOUT;Non;TORHOUT;Flandre-Occidentale
3832;Ulbeek;Oui;WELLEN;Limbourg
7536;Vaulx;Oui;TOURNAI;Hainaut
5060;Velaine-Sur-Sambre;Oui;SAMBREVILLE;Namur
5575;Vencimont;Oui;GEDINNE;Namur
2240;Viersel;Oui;ZANDHOVEN;Anvers
4340;Villers-L'Evêque;Oui;AWANS;Liège
5550;VRESSE-SUR-SEMOIS;Non;VRESSE-SUR-SEMOIS;Namur
8720;Wakken;Oui;DENTERGEM;Flandre-Occidentale
3400;Wange;Oui;LANDEN;Brabant Flamand
5310;Waret-La-Chaussée;Oui;EGHEZÉE;Namur
8300;Westkapelle;Oui;KNOKKE-HEIST;Flandre-Occidentale
3501;Wimmertingen;Oui;HASSELT;Limbourg
8630;Wulveringem;Oui;VEURNE;Flandre-Occidentale
8680;Zande;Oui;KOEKELARE;Flandre-Occidentale
9240;ZELE;Non;ZELE;Flandre-Orientale
9690;Zulzeke;Oui;KLUISBERGEN;Flandre-Orientale
5024;Marche-Les-Dames;Oui;NAMUR;Namur
4219;Meeffe;Oui;WASSEIGES;Liège
9310;Meldert;Oui;AALST;Flandre-Orientale
1495;Mellery;Oui;VILLERS-LA-VILLE;Brabant Wallon
5550;Membre;Oui;VRESSE-SUR-SEMOIS;Namur
3770;Membruggen;Oui;RIEMST;Limbourg
9042;Mendonk;Oui;GENT;Flandre-Orientale
3272;Messelbroek;Oui;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
3461;Molenbeek-Wersbeek;Oui;BEKKEVOORT;Brabant Flamand
4350;Momalle;Oui;REMICOURT;Liège
6674;Montleban;Oui;GOUVY;Luxembourg
9500;Onkerzele;Oui;GERAARDSBERGEN;Flandre-Orientale
8400;OOSTENDE;Non;OOSTENDE;Flandre-Occidentale
9860;OOSTERZELE;Non;OOSTERZELE;Flandre-Orientale
9200;Oudegem;Oui;DENDERMONDE;Flandre-Orientale
3700;Overrepen;Oui;TONGEREN;Limbourg
4287;Pellaines;Oui;LINCENT;Liège
6250;Presles;Oui;AISEAU-PRESLES;Hainaut
6730;Rossignol;Oui;TINTIGNY;Luxembourg
6724;Rulles;Oui;HABAY;Luxembourg
1060;SAINT-GILLES;Non;SAINT-GILLES;Bruxelles (19 communes)
6820;Sainte-Cécile;Oui;FLORENVILLE;Luxembourg
6740;Sainte-Marie-Sur-Semois;Oui;ETALLE;Luxembourg
2223;Schriek;Oui;HEIST-OP-DEN-BERG;Anvers
5590;Serinchamps;Oui;CINEY;Namur
9667;Sint-Kornelis-Horebeke;Oui;HOREBEKE;Flandre-Orientale
1750;Sint-Kwintens-Lennik;Oui;LENNIK;Brabant Flamand
9550;Sint-Lievens-Esse;Oui;HERZELE;Flandre-Orientale
6769;Sommethonne;Oui;MEIX-DEVANT-VIRTON;Luxembourg
5537;Sosoye;Oui;ANHÉE;Namur
4630;SOUMAGNE;Non;SOUMAGNE;Liège
1790;Teralfene;Oui;AFFLIGEM;Brabant Flamand
7901;Thieulain;Oui;LEUZE-EN-HAINAUT;Hainaut
7533;Thimougies;Oui;TOURNAI;Hainaut
1360;Thorembais-Saint-Trond;Oui;PERWEZ;Brabant Wallon
7830;Thoricourt;Oui;SILLY;Hainaut
4500;Tihange;Oui;HUY;Liège
6640;VAUX-SUR-SÛRE;Non;VAUX-SUR-SÛRE;Luxembourg
8630;VEURNE;Non;VEURNE;Flandre-Occidentale
8630;Vinkem;Oui;VEURNE;Flandre-Occidentale
1780;WEMMEL;Non;WEMMEL;Brabant Flamand
8640;Westvleteren;Oui;VLETEREN;Flandre-Occidentale
9790;Wortegem;Oui;WORTEGEM-PETEGEM;Flandre-Orientale
1370;Zétrud-Lumay;Oui;JODOIGNE;Brabant Wallon
9880;AALTER;Non;AALTER;Flandre-Orientale
2630;AARTSELAAR;Non;AARTSELAAR;Anvers
1652;Alsemberg;Oui;BEERSEL;Brabant Flamand
2000;ANTWERPEN;Non;ANTWERPEN;Anvers
9890;Baaigem;Oui;GAVERE;Flandre-Orientale
2387;BAARLE-HERTOG;Non;BAARLE-HERTOG;Anvers
5555;Baillamont;Oui;BIÈVRE;Namur
6730;Bellefontaine;Oui;TINTIGNY;Luxembourg
7130;BINCHE;Non;BINCHE;Hainaut
7321;Blaton;Oui;BERNISSART;Hainaut
6760;Bleid;Oui;VIRTON;Luxembourg
5170;Bois-De-Villers;Oui;PROFONDEVILLE;Namur
5004;Bouge;Oui;NAMUR;Namur
4632;Cérexhe-Heuseux;Oui;SOUMAGNE;Liège
6000;CHARLEROI;Non;CHARLEROI;Hainaut
5650;Chastrès;Oui;WALCOURT;Namur
5032;Corroy-Le-Château;Oui;GEMBLOUX;Namur
9075;CSM Gent X;;;
5570;Dion;Oui;BEAURAING;Namur
6940;DURBUY;Non;DURBUY;Luxembourg
5530;Durnal;Oui;YVOIR;Namur
2180;Ekeren;Oui;ANTWERPEN;Anvers
4750;Elsenborn;Oui;BUTGENBACH;Liège
9700;Ename;Oui;OUDENAARDE;Flandre-Orientale
3078;Everberg;Oui;KORTENBERG;Brabant Flamand
4530;Fize-Fontaine;Oui;VILLERS-LE-BOUILLET;Liège
5380;Forville;Oui;FERNELMONT;Namur
5575;GEDINNE;Non;GEDINNE;Namur
8830;Gits;Oui;HOOGLEDE;Flandre-Occidentale
5353;Goesnes;Oui;OHEY;Namur
3840;Gors-Opleeuw;Oui;BORGLOON;Limbourg
4280;Grand-Hallet;Oui;HANNUT;Liège
6698;Grand-Halleux;Oui;VIELSALM;Luxembourg
3870;Gutshoven;Oui;HEERS;Limbourg
9120;Haasdonk;Oui;BEVEREN-WAAS;Flandre-Orientale
3870;Heks;Oui;HEERS;Limbourg
3700;Henis;Oui;TONGEREN;Limbourg
1476;Houtain-Le-Val;Oui;GENAPPE;Brabant Wallon
3530;HOUTHALEN-HELCHTEREN;Non;HOUTHALEN-HELCHTEREN;Limbourg
8860;LENDELEDE;Non;LENDELEDE;Flandre-Occidentale
4254;Ligney;Oui;GEER;Liège
3560;Linkhout;Oui;LUMMEN;Limbourg
3350;LINTER;Non;LINTER;Brabant Flamand
6840;Longlier;Oui;NEUFCHÂTEAU;Luxembourg
3680;MAASEIK;Non;MAASEIK;Limbourg
3971;Heppen;Oui;LEOPOLDSBURG;Limbourg
8531;Hulste;Oui;HARELBEKE;Flandre-Occidentale
4650;Julémont;Oui;HERVE;Liège
5060;Keumiée;Oui;SAMBREVILLE;Namur
9770;Kruishoutem;Oui;KRUISEM;Flandre-Orientale
4800;Lambermont;Oui;VERVIERS;Liège
8880;LEDEGEM;Non;LEDEGEM;Flandre-Occidentale
1495;Marbais;Oui;VILLERS-LA-VILLE;Brabant Wallon
8211;Aartrijke;Oui;ZEDELGEM;Flandre-Occidentale
7387;Angreau;Oui;HONNELLES;Hainaut
4430;ANS;Non;ANS;Liège
7750;Anseroeul;Oui;MONT-DE-L'ENCLUS;Hainaut
7910;Anvaing;Oui;FRASNES-LEZ-ANVAING;Hainaut
8310;Assebroek;Oui;BRUGGE;Flandre-Occidentale
4400;Awirs;Oui;FLÉMALLE;Liège
4690;BASSENGE;Non;BASSENGE;Liège
4052;Beaufays;Oui;CHAUDFONTAINE;Liège
4610;Bellaire;Oui;BEYNE-HEUSAY;Liège
7170;Bellecourt;Oui;MANAGE;Hainaut
1910;Berg;Oui;KAMPENHOUT;Brabant Flamand
8980;Beselare;Oui;ZONNEBEKE;Flandre-Occidentale
5640;Biesme;Oui;METTET;Namur
4100;Boncelles;Oui;SERAING;Liège
5300;Bonneville;Oui;ANDENNE;Namur
6464;Bourlers;Oui;CHIMAY;Hainaut
7641;Bruyelle;Oui;ANTOING;Hainaut
3891;Buvingen;Oui;GINGELOM;Limbourg
1325;CHAUMONT-GISTOUX;Non;CHAUMONT-GISTOUX;Brabant Wallon
7024;Ciply;Oui;MONS;Hainaut
4560;CLAVIER;Non;CLAVIER;Liège
1325;Corroy-Le-Grand;Oui;CHAUMONT-GISTOUX;Brabant Wallon
6929;DAVERDISSE;Non;DAVERDISSE;Luxembourg
9400;Denderwindeke;Oui;NINOVE;Flandre-Orientale
2480;DESSEL;Non;DESSEL;Anvers
6836;Dohan;Oui;BOUILLON;Luxembourg
4357;DONCEEL;Non;DONCEEL;Liège
8600;Driekapellen;Oui;DIKSMUIDE;Flandre-Occidentale
2650;EDEGEM;Non;EDEGEM;Anvers
6760;Ethe;Oui;VIRTON;Luxembourg
9660;Everbeek;Oui;BRAKEL;Flandre-Orientale
7012;Flénu;Oui;MONS;Hainaut
5150;Floriffoux;Oui;FLOREFFE;Namur
1350;Folx-Les-Caves;Oui;ORP-JAUCHE;Brabant Wallon
6596;Forge-Philippe;Oui;MOMIGNIES;Hainaut
6210;Frasnes-Lez-Gosselies;Oui;LES BONS VILLERS;Hainaut
9000;GENT;Non;GENT;Flandre-Orientale
6470;Grandrieu;Oui;SIVRY-RANCE;Hainaut
4684;Haccourt;Oui;OUPEYE;Liège
5377;Hogne;Oui;SOMME-LEUZE;Namur
9940;Kluizen;Oui;EVERGEM;Flandre-Orientale
3300;Kumtich;Oui;TIENEN;Brabant Flamand
3650;Lanklaar;Oui;DILSEN-STOKKEM;Limbourg
9570;LIERDE;Non;LIERDE;Flandre-Orientale
1428;Lillois-Witterzée;Oui;BRAINE-L'ALLEUD;Brabant Wallon
5575;Louette-Saint-Pierre;Oui;GEDINNE;Namur
3210;LUBBEEK;Non;LUBBEEK;Brabant Flamand
7522;Marquain;Oui;TOURNAI;Hainaut
5680;Matagne-La-Grande;Oui;DOISCHE;Namur
3770;Millen;Oui;RIEMST;Limbourg
5555;Monceau-En-Ardenne;Oui;BIÈVRE;Namur
